Timestamp,CPU,Memory,Disk,Ping_Status,Ping_ms
2025-10-15 13:26:26,40.5,51.0,87.9,DOWN,-1
2025-10-15 13:26:37,15.2,52.9,88.0,DOWN,-1
2025-10-15 13:26:48,32.4,51.8,88.0,DOWN,-1
2025-10-15 13:26:59,33.6,51.4,88.0,DOWN,-1
2025-10-15 13:27:11,38.9,51.5,88.1,DOWN,-1
2025-10-15 13:27:11,37.7,51.0,88.1,DOWN,-1
2025-10-15 13:27:21,5.2,50.7,88.1,DOWN,-1
2025-10-15 13:27:32,6.9,50.9,88.1,DOWN,-1
